congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
116,1055,PN1055,congress.gov_api,2025,7,2019-09-09,2019-12-05,Confirmed by the Senate by Yea-Nay Vote. 68 - 21. Record Vote Number: 383.,,United States District Judge for the Eastern District of North Carolina,The Judiciary,"Richard Ernest Myers II, of North Carolina, to be United States District Judge for the Eastern District of North Carolina, vice Malcolm J. Howard, retired.",NC-E
116,1056,PN1056,congress.gov_api,2025,7,2019-09-09,2019-12-04,Confirmed by the Senate by Yea-Nay Vote. 49 - 44. Record Vote Number: 379.,,United States District Judge for the Eastern District of Missouri,The Judiciary,"Sarah E. Pitlyk, of Missouri, to be United States District Judge for the Eastern District of Missouri, vice Catherine D. Perry, retired.",MO-E
116,853,PN853,congress.gov_api,2025,7,2019-06-12,2019-12-04,Confirmed by the Senate by Yea-Nay Vote. 88 - 4. Record Vote Number: 382.,,United States District Judge for the District of Utah,The Judiciary,"David B. Barlow, of Utah, to be United States District Judge for the District of Utah, vice Clark Waddoups, retired.",UT-None
116,776,PN776,congress.gov_api,2025,7,2019-05-21,2019-12-03,Confirmed by the Senate by Yea-Nay Vote. 86 - 4. Record Vote Number: 369.,,United States District Judge for the Eastern District of New York,The Judiciary,"Eric Ross Komitee, of New York, to be United States District Judge for the Eastern District of New York, vice Eric Nicholas Vitaliano, retired.",NY-E
116,1315,PN1315,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Louisiana,The Judiciary,"David Cleveland Joseph, of Louisiana, to be United States District Judge for the Western District of Louisiana, vice Dee D. Drell, retired.",LA-W
116,1313,PN1313,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,"United States District Judge for the Northern, Eastern and Western Districts of Oklahoma",The Judiciary,"John F. Heil III, of Oklahoma, to be United States District Judge for the Northern, Eastern and Western Districts of Oklahoma, vice James H. Payne, retired.",
116,1311,PN1311,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of New York,The Judiciary,"John Peter Cronan, of New York, to be United States District Judge for the Southern District of New York, vice William H. Pauley III, retired.",NY-S
116,1312,PN1312,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Pennsylvania,The Judiciary,"William Scott Hardy, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Nora Barry Fischer, retired.",PA-W
116,1316,PN1316,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of New York,The Judiciary,"Iris Lan, of New York, to be United States District Judge for the Southern District of New York, vice Katherine B. Forrest, resigned.",NY-S
116,1317,PN1317,congress.gov_api,2025,7,2019-12-02,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of Missouri,The Judiciary,"Matthew Thomas Schelp, of Missouri, to be United States District Judge for the Eastern District of Missouri, vice Stephen N. Limbaugh, Jr., retiring.",MO-E
116,1300,PN1300,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"Steve Kim, of California, to be United States District Judge for the Central District of California, vice Beverly Reid O'Connell, deceased.",CA-C
116,1298,PN1298,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"John W. Holcomb, of California, to be United States District Judge for the Central District of California, vice Dean D. Pregerson, retired.",CA-C
116,1297,PN1297,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Andrew Lynn Brasher, of Alabama, to be United States Circuit Judge for the Eleventh Circuit, vice Edward E. Carnes, retiring.",
116,1303,PN1303,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Todd Wallace Robinson, of California, to be United States District Judge for the Southern District of California, vice Marilyn L. Huff, retired.",CA-S
116,1302,PN1302,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Michelle M. Pettit, of California, to be United States District Judge for the Southern District of California, vice Michael M. Anello, retired.",CA-S
116,1301,PN1301,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Alaska,The Judiciary,"Joshua M. Kindred, of Alaska, to be United States District Judge for the District of Alaska, vice Ralph R. Beistline, retired.",AK-None
116,1299,PN1299,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Knut Sveinbjorn Johnson, of California, to be United States District Judge for the Southern District of California, vice John A. Houston, retired.",CA-S
116,1105,PN1105,congress.gov_api,2025,7,2019-09-19,2019-11-21,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Superior Court of the District of Columbia,Department of Justice,"Robert Anthony Dixon, of the District of Columbia, to be United States Marshal for the Superior Court of the District of Columbia for the term of four years, vice Michael A. Hughes, term expired.",
116,717,PN717,congress.gov_api,2025,7,2019-05-06,2019-11-21,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Andrea L. Hertzfeld, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Stuart Gordon Nash, retired.",
116,705,PN705,congress.gov_api,2025,7,2019-05-02,2019-11-21,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Deborah J. Israel, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Melvin R. Wright, retired.",
116,704,PN704,congress.gov_api,2025,7,2019-05-02,2019-11-21,Confirmed by the Senate by Voice Vote.,,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Joshua A. Deahl, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Eric T. Washington, retired.",
116,1171,PN1171,congress.gov_api,2025,7,2019-10-15,2019-11-20,Confirmed by the Senate by Yea-Nay Vote. 80 - 15. Record Vote Number: 360.,,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Barbara Lagoa, of Florida, to be United States Circuit Judge for the Eleventh Circuit, vice Stanley Marcus, retiring.",
116,1285,PN1285,congress.gov_api,2025,7,2019-11-19,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Judge of the United States Court of Federal Claims,The Judiciary,"Kathryn C. Davis, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Charles F. Lettow, term expired.",
116,1286,PN1286,congress.gov_api,2025,7,2019-11-19,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Judge of the United States Court of Federal Claims,The Judiciary,"Edward Hulvey Meyers, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Lawrence J. Block, retired.",
116,1172,PN1172,congress.gov_api,2025,7,2019-10-15,2019-11-19,Confirmed by the Senate by Yea-Nay Vote. 64 - 31. Record Vote Number: 358.,,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Robert J. Luck, of Florida, to be United States Circuit Judge for the Eleventh Circuit, vice Gerald B. Tjoflat, retiring.",
116,1054,PN1054,congress.gov_api,2025,7,2019-09-09,2019-11-14,Confirmed by the Senate by Yea-Nay Vote. 51 - 41. Record Vote Number: 356.,,United States Circuit Judge for the Second Circuit,The Judiciary,"Steven J. Menashi, of New York, to be United States Circuit Judge for the Second Circuit, vice Dennis G. Jacobs, retired.",
116,905,PN905,congress.gov_api,2025,7,2019-07-08,2019-11-07,Confirmed by the Senate by Yea-Nay Vote. 51 - 41. Record Vote Number: 350.,,United States District Judge for the Eastern District of Arkansas,The Judiciary,"Lee Philip Rudofsky, of Arkansas, to be United States District Judge for the Eastern District of Arkansas, vice J. Leon Holmes, retired.",AR-E
116,729,PN729,congress.gov_api,2025,7,2019-05-13,2019-11-07,Confirmed by the Senate by Yea-Nay Vote. 88 - 3. Record Vote Number: 351.,,United States District Judge for the Middle District of Pennsylvania,The Judiciary,"Jennifer Philpott Wilson, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania, vice Yvette Kane, retired.",PA-M
116,1107,PN1107,congress.gov_api,2025,7,2019-09-19,2019-11-07,Confirmed by the Senate by Yea-Nay Vote. 86 - 2. Record Vote Number: 352.,,United States Circuit Judge for the Second Circuit,The Judiciary,"William Joseph Nardini, of Connecticut, to be United States Circuit Judge for the Second Circuit, vice Christopher Droney, retired.",
116,1106,PN1106,congress.gov_api,2025,7,2019-09-19,2019-11-06,Confirmed by the Senate by Yea-Nay Vote. 73 - 17. Record Vote Number: 348.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Danielle J. Hunsaker, of Oregon, to be United States Circuit Judge for the Ninth Circuit, vice Diarmuid F. O'Scannlain, retired.",
116,456,PN456,congress.gov_api,2025,7,2019-03-05,2019-11-05,Confirmed by the Senate by Yea-Nay Vote. 85 - 8. Record Vote Number: 344.,,Judge of the United States Court of Federal Claims,The Judiciary,"David Austin Tapp, of Kentucky, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Lynn Jeanne Bush, term expired.",
116,1251,PN1251,congress.gov_api,2025,7,2019-10-30,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Judge of the United States Court of Federal Claims,The Judiciary,"Grace Karaffa Obermann, of Virginia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Susan G. Braden, term expired.",
116,1050,PN1050,congress.gov_api,2025,7,2019-09-09,2019-10-28,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Southern District of Ohio,Department of Justice,"David M. DeVillers, of Ohio, to be United States Attorney for the Southern District of Ohio for the term of four years, vice Carter M. Stewart, resigned.",OH-S
116,898,PN898,congress.gov_api,2025,7,2019-06-24,2019-10-24,Confirmed by the Senate by Yea-Nay Vote. 50 - 41. Record Vote Number: 333.,,United States District Judge for the Western District of Kentucky,The Judiciary,"Justin Reed Walker, of Kentucky, to be United States District Judge for the Western District of Kentucky, vice Joseph H. McKinley, Jr., retired.",KY-W
